Nombre;Categoria;Vencimiento;Stock;Precio;Código
Bipack Pisco Añejado en Roble 35° botella 750 cc;vinos cervezas y licores;2022-07-16;50;3633;541028024857
Vino Casillero Del Diablo Merlot 750 cc;vinos cervezas y licores;2022-07-16;50;3360;653562847771
Vino Varietal Sauvignon Blanc 750 cc;vinos cervezas y licores;2022-07-16;50;1913;704584876573
Vino Varietal Chardonnay 750 cc;vinos cervezas y licores;2022-07-16;50;1913;438835266088
Vino Cabernet Sauvignon Las Mulas Orgánico 750 cc;vinos cervezas y licores;2022-07-16;50;2066;310865216043
Pack 4 un. Cerveza Torobayo botella 330 cc;vinos cervezas y licores;2022-07-16;50;3943;884968235565
Vino Exportación Tinto botellón 1.5 L;vinos cervezas y licores;2022-07-16;50;1766;199812203054
Vino Cabernet Sauvignon 13.5° 750 cc;vinos cervezas y licores;2022-07-16;50;2313;842507158066
Pack 6 un. Cerveza red citrus stones lata 350 cc;vinos cervezas y licores;2022-07-16;50;1646;452268548661
Vino Marqués de Casa Concha Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;8393;864466485818
Whisky Johnnie Walker Red Label 1L;vinos cervezas y licores;2022-07-16;50;5196;842845766202
Pack 6 un. Cerveza lata 470 cc;vinos cervezas y licores;2022-07-16;50;2626;184686232125
Pack 6 un. Cerveza 5° lata 350 cc;vinos cervezas y licores;2022-07-16;50;1613;703548727874
Vino Reserva Carménère botella 750 cc;vinos cervezas y licores;2022-07-16;50;2143;976110576195
Vino Santa Rita Secreto Carménère Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;2013;726248751682
Vino Cabernet Sauvignon botella 750 cc;vinos cervezas y licores;2022-07-16;50;4693;157061702213
Pack 6 un. Cerveza lager botella 355 cc;vinos cervezas y licores;2022-07-16;50;1750;219719295559
Pisco Sour 1 L;vinos cervezas y licores;2022-07-16;50;1716;163535495752
Pack 4 un. Cerveza miel botella 330 cc;vinos cervezas y licores;2022-07-16;50;4103;358873850440
Vino Cabernet Sauvignon Syrah 13.5° 750 cc;vinos cervezas y licores;2022-07-16;50;1583;319132254793
Vino Reserva Carménère 750 cc;vinos cervezas y licores;2022-07-16;50;3026;221534061132
Vino Santa Ema Gran Reserva Merlot 750 cc;vinos cervezas y licores;2022-07-16;50;7647;812000952912
Cóctel Ice 7° lata 310 cc;vinos cervezas y licores;2022-07-16;50;516;774782911059
Vino Red Blend 13.6° 750 cc;vinos cervezas y licores;2022-07-16;50;4393;184655028824
Cóctel Aperitivo Ramazzotti 700 cc;vinos cervezas y licores;2022-07-16;50;3763;664585699929
Pack 24 un. Cervezas lata 350 cc;vinos cervezas y licores;2022-07-16;50;9293;132830298713
Vino Adobe Orgánico Carménère 750 cc;vinos cervezas y licores;2022-07-16;50;3460;420652728923
Pisco Añejado en Roble 46° botella 750 cc;vinos cervezas y licores;2022-07-16;50;2866;283538473564
Vino Blanco Selección Dulce 15° botella 750 cc;vinos cervezas y licores;2022-07-16;50;6242;544997204573
Pack 6 un. Cerveza lata 4.4° 473 cc;vinos cervezas y licores;2022-07-16;50;2626;869273297502
Vino Casillero Del Diablo Summer Edition Rosé 750 cc;vinos cervezas y licores;2022-07-16;50;3360;951748248156
Vino Santa Rita Secreto Cabernet Sauvignon Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;2013;195368125024
Vino Insigne Chardonnay 750 cc;vinos cervezas y licores;2022-07-16;50;1630;631426761313
Vino Añejo San Blas 750 cc;vinos cervezas y licores;2022-07-16;50;1053;285132128865
Vino Misiones de Rengo Cuvee Gran Reserva Cabernet Sauvignon botella 750 cc;vinos cervezas y licores;2022-07-16;50;2430;419511689824
Vino Carménère Viña Undurraga 750 cc Pinot;vinos cervezas y licores;2022-07-16;50;1093;991970206302
Pack 6 un. Cerveza Negra lata 473 cc;vinos cervezas y licores;2022-07-16;50;2340;581596193382
Vino Carménère 14.5° botella 750 cc;vinos cervezas y licores;2022-07-16;50;8393;279514210920
Vino Ensamblaje Cabernet Sauvignon Viña Casas Patronales 750 cc;vinos cervezas y licores;2022-07-16;50;1850;947021079145
Pisco Sour 16° 1 L;vinos cervezas y licores;2022-07-16;50;1530;957592871529
Vino Medalla Real Carménère 14° 750 cc;vinos cervezas y licores;2022-07-16;50;2876;635420000873
Pack 24 un. Cerveza Golden Lager 4.8° 330 cc;vinos cervezas y licores;2022-07-16;50;7330;138026517100
Vino Merlot Viña San Pedro 700 cc Gato Negro;vinos cervezas y licores;2022-07-16;50;650;529052050031
Vino Santa Emiliana Cabernet Sauvignon 700 cc;vinos cervezas y licores;2022-07-16;50;8521;149767094896
Vino Exportación Selecto Merlot 700 cc;vinos cervezas y licores;2022-07-16;50;5372;609858208370
Vino Carménère Viña Tarapacá Gran Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;3163;602302702199
Vino Reserva Merlot botella 750 cc;vinos cervezas y licores;2022-07-16;50;3026;898968257147
Vino Merlot botella 750 cc;vinos cervezas y licores;2022-07-16;50;4693;664424972923
Vino Bicicleta Merlot 750 cc;vinos cervezas y licores;2022-07-16;50;1216;116681056893
Vino Late Harvest Sauvignon Blanc 375 cc;vinos cervezas y licores;2022-07-16;50;1183;943133303425
Misiones de Rengo Late Harvest 12.1° 750 cc;vinos cervezas y licores;2022-07-16;50;3093;977710326401
Vino Casillero Del Diablo Reserva Privada Carménère 750 cc;vinos cervezas y licores;2022-07-16;50;5260;770391827075
Cóctel Ice 7° botella 275 cc;vinos cervezas y licores;2022-07-16;50;896;723079717506
Vino Carménère Santa Digna Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;4740;338352300679
Caja 24 un. cerveza lager botella 330 cc c/u;vinos cervezas y licores;2022-07-16;50;11753;332270281353
Pisco Tres Erres doble destilado 35° 1 L;vinos cervezas y licores;2022-07-16;50;3746;725795013260
Pisco Nobel Barrica Tostada 40° botella 750 cc;vinos cervezas y licores;2022-07-16;50;7513;204490465933
Whisky Johnnie Walker Red Label 750 cc;vinos cervezas y licores;2022-07-16;50;7860;828928778895
Vino Cabernet Sauvignon Viejo Roble Reserva Viña Undurraga 750 cc;vinos cervezas y licores;2022-07-16;50;1330;573945758352
Cóctel de vodka piña 5.5° botella 275 cc;vinos cervezas y licores;2022-07-16;50;550;663270220431
Vino Santa Rita Secreto Merlot Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;2013;891946189458
Vino Carménère Viña Tarapacá Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;1763;134354272915
Vino Blanco 11.5° Caja 1 L;vinos cervezas y licores;2022-07-16;50;683;478899208854
Espumante Moscato Barón Lacroix 12° 750 cc;vinos cervezas y licores;2022-07-16;50;1530;812357755543
Vino Merlot-Syrah Terra Andina Clásico 750 C.C.;vinos cervezas y licores;2022-07-16;50;816;276971405976
Espumante Brut cava 11.5° botella 750 cc;vinos cervezas y licores;2022-07-16;50;1266;954993156763
Pack 6 un. Cerveza 4.5° lata 330 cc;vinos cervezas y licores;2022-07-16;50;950;861753467548
Vino Exportación Tinto 2 L;vinos cervezas y licores;2022-07-16;50;1083;840158036638
Vino Tinto Gato botellón 1.5 L;vinos cervezas y licores;2022-07-16;50;2113;542484964000
Cerveza Hoppy lager lata 470 cc;vinos cervezas y licores;2022-07-16;50;773;111930221216
Cóctel sour de limón 700 cc;vinos cervezas y licores;2022-07-16;50;1733;826900931235
Cóctel de vodka berry 5.5° botella 275 cc;vinos cervezas y licores;2022-07-16;50;550;111945613991
Espumante Rosé 12° 750 cc;vinos cervezas y licores;2022-07-16;50;3446;826626482856
Vino Misiones de Rengo Black Carménère 750 cc;vinos cervezas y licores;2022-07-16;50;3096;777059533479
Vino Cabernet Sauvignon Gato Negro Viña San Pedro 700 cc;vinos cervezas y licores;2022-07-16;50;650;401784775339
Vino Misiones de Rengo Reserva Chardonnay botella 750 cc;vinos cervezas y licores;2022-07-16;50;3026;924882150060
Cóctel Sour Mango 12° 1 L;vinos cervezas y licores;2022-07-16;50;1430;287948686000
Pisco Reservado Transparente 40° botella 750 cc;vinos cervezas y licores;2022-07-16;50;4680;884892541616
Vino Cabernet Sauvignon Tarapaca 12° León botella 750 cc;vinos cervezas y licores;2022-07-16;50;916;247351100089
Cerveza Torobayo 470 cc;vinos cervezas y licores;2022-07-16;50;650;811146109626
Pack 4 un. Cerveza Amber Lager botellin 355 cc;vinos cervezas y licores;2022-07-16;50;3060;131472982714
Vino Ensamblaje Cabernet Carménère Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;1613;497223959228
Vino Reserva Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;1850;389794996925
Vino Cabernet Sauvignon Medalla Real Viña Santa Rita 750 cc;vinos cervezas y licores;2022-07-16;50;2876;750279508665
Ron Blanco 40° 750 cc;vinos cervezas y licores;2022-07-16;50;2496;642980504253
Vino Exportación Selecto Merlot botellón 1.5 L;vinos cervezas y licores;2022-07-16;50;1033;615045759680
Cóctel sour de mango 12° 700 cc;vinos cervezas y licores;2022-07-16;50;1733;319187698371
Vino Trío Ensamblaje 750 cc;vinos cervezas y licores;2022-07-16;50;2043;826356826820
Vino Casillero Del Diablo Syrah 750 cc;vinos cervezas y licores;2022-07-16;50;3360;874337452741
Vino Gran Edición 120 Santa Rita Syrah Cabernet Sauvignon 700 cc;vinos cervezas y licores;2022-07-16;50;783;329178841795
Vino Blanco Viña Santa Rita 500 cc;vinos cervezas y licores;2022-07-16;50;350;539908072135
Whisky Tennessee 40° 750 cc;vinos cervezas y licores;2022-07-16;50;8820;709759017674
Cerveza Patagonia lotus 6° 470 cc;vinos cervezas y licores;2022-07-16;50;773;250960151251
Cerveza limón sabor original lata 350 cc;vinos cervezas y licores;2022-07-16;50;293;915825926868
Vino Carménère Viña Ventisquero Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;1766;628756562646
Pisco Etiqueta Negra 40° botella 750 cc;vinos cervezas y licores;2022-07-16;50;3816;865372070616
Espumante Brut 12° 750 cc;vinos cervezas y licores;2022-07-16;50;3446;112150586073
Pisco Añejado en Roble 35° botella 750 cc;vinos cervezas y licores;2022-07-16;50;4180;997656961758
Vino Sauvignon Carménère 750 cc;vinos cervezas y licores;2022-07-16;50;2313;385454654176
Pack 6 un. Cerveza en lata 355 cc;vinos cervezas y licores;2022-07-16;50;1896;247019569889
Pack 6 un. Cerveza lager lata 350 cc;vinos cervezas y licores;2022-07-16;50;1350;561926890210
Pack 6 un. Cerveza lata 4.5° 500 cc;vinos cervezas y licores;2022-07-16;50;2296;914773951201
Pack 10 un. cerveza belga lager 5.2° 354 cc c/u;vinos cervezas y licores;2022-07-16;50;2483;755906896616
Cóctel piña colada 12° 700 cc;vinos cervezas y licores;2022-07-16;50;2580;602176701164
Cerveza Summer Lúcuma 7.0° 350 cc;vinos cervezas y licores;2022-07-16;50;483;655171511020
Vino Santa Emiliana Carménère 700 cc;vinos cervezas y licores;2022-07-16;50;1746;643995075313
Pack 6 un. Cerveza malta lata 350 cc;vinos cervezas y licores;2022-07-16;50;2413;249301123825
Pack 6 un. Cerveza Roja lata 473 cc;vinos cervezas y licores;2022-07-16;50;2360;174828544756
Cerveza sin alcohol lata 330 cc;vinos cervezas y licores;2022-07-16;50;233;222912848631
Ron blanco 39.5° botella 750 cc;vinos cervezas y licores;2022-07-16;50;2796;348073681656
Vino Santa Emiliana Chardonnay 700 cc;vinos cervezas y licores;2022-07-16;50;1746;798263902971
Pack 4 un. Cerveza arándano botella 330 cc;vinos cervezas y licores;2022-07-16;50;4166;420732936957
Vino Misiones de Rengo Reserva Malbec botella 750 cc;vinos cervezas y licores;2022-07-16;50;3026;266333872893
Vino Insigne Merlot 750 cc;vinos cervezas y licores;2022-07-16;50;1630;479811085059
Vino Blanco 11.5° Caja 2 L;vinos cervezas y licores;2022-07-16;50;1133;211638354693
Pisco Reservado 40° botella 750 cc;vinos cervezas y licores;2022-07-16;50;4680;751565136646
Espumante Charmat Premium Rosé botella 750 cc;vinos cervezas y licores;2022-07-16;50;1730;154903405319
Vino Exportación Selecto Cabernet Sauvignon 700 cc;vinos cervezas y licores;2022-07-16;50;750;801953661704
Vino Santa Emiliana Merlot 700 cc;vinos cervezas y licores;2022-07-16;50;1746;411912176395
Vino Adobe Orgánico Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;3460;184610661132
Cerveza Red Lager lata 470 cc;vinos cervezas y licores;2022-07-16;50;773;619737367308
Cóctel Sour Limón 15° 1 L;vinos cervezas y licores;2022-07-16;50;1430;988347368207
Vino Casillero Del Diablo Malbec 750 cc;vinos cervezas y licores;2022-07-16;50;3360;984775090960
Vino Reserva Privada Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;5260;881305977619
Vino Carménère Reserva Series Viña Errázuriz 750 cc;vinos cervezas y licores;2022-07-16;50;2063;825991078678
Pack 12 un. cerveza lata 355 cc c/u;vinos cervezas y licores;2022-07-16;50;4846;656955376407
Pisco Nobel 30° Fire botella 750 cc;vinos cervezas y licores;2022-07-16;50;4650;468421853976
Vino Ensamblaje Cabernet Sauvignon - Syrah Aliwen Viña Undurraga 750 cc Reseva;vinos cervezas y licores;2022-07-16;50;2868;913018749722
Vino Cabernet Sauvignon Varietal 750 cc;vinos cervezas y licores;2022-07-16;50;816;357553701659
Vino Gran Reserva Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;2330;424179999518
Vino Gran Reserva Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;5926;598780830495
Vino Chardonnay 12° 750 cc;vinos cervezas y licores;2022-07-16;50;916;749428998944
Licor Aperol 11° 750 ml;vinos cervezas y licores;2022-07-16;50;7220;800435594017
Vino Adobe Orgánico Merlot 750 cc;vinos cervezas y licores;2022-07-16;50;3460;185471787813
Vino Cabernet Sauvignon Viña Santa Rita Gran 120 2 L;vinos cervezas y licores;2022-07-16;50;1804;609031283494
Pisco blanco 40° 1 L;vinos cervezas y licores;2022-07-16;50;3280;534543221543
Pack 6 un. Cerveza lata 350 cc;vinos cervezas y licores;2022-07-16;50;1943;129919148837
Tequila Sombrero Negro 750 cc;vinos cervezas y licores;2022-07-16;50;3796;696558084902
Vino Chardonnay Viña Tarapacá Gran Tarapacá 750 cc;vinos cervezas y licores;2022-07-16;50;1763;534369723178
Vino Casillero Del Diablo Sauvignon Blanc 750 cc;vinos cervezas y licores;2022-07-16;50;3360;314479018797
Vino Insigne Carménère 750 cc;vinos cervezas y licores;2022-07-16;50;1630;958128939828
Vino Cabernet Sauvignon Reserva Tarapacá 750 cc;vinos cervezas y licores;2022-07-16;50;1763;975005172534
Whiskey Finest 40° 750 cc;vinos cervezas y licores;2022-07-16;50;3830;556805554999
Vino Carménère Viña San Pedro Gato 700 cc;vinos cervezas y licores;2022-07-16;50;6767;331487585080
Vino Cabernet Sauvignon Viña Tarapacá 700 cc;vinos cervezas y licores;2022-07-16;50;750;715410645824
Vino Exportación Blanco botellón 1.5 L;vinos cervezas y licores;2022-07-16;50;1766;109548274499
Vino Tinto 2 L;vinos cervezas y licores;2022-07-16;50;2116;161816093508
Cerveza Valdivia Pale Lager botella 500 cc;vinos cervezas y licores;2022-07-16;50;523;931257279307
Vino Bicicleta Cabernet Sauvignon 750 cc;vinos cervezas y licores;2022-07-16;50;1216;682598081355
Cóctel Sour Mango 12° 700 cc;vinos cervezas y licores;2022-07-16;50;2046;568679220045
Pisco Horcón Quemado 645 cc 35° Artesanal añejado;vinos cervezas y licores;2022-07-16;50;5213;349371114319
Vino Merlot Gato Premium 13° 750 cc;vinos cervezas y licores;2022-07-16;50;883;402173551441
Vino Syrah Viña Castillo de Molina 750 cc;vinos cervezas y licores;2022-07-16;50;2563;393887081298
Vino Cabernet Sauvignon Santa Digna Viña Miguel Torres 700 cc;vinos cervezas y licores;2022-07-16;50;4740;920614839126
Vino Cabernet Sauvignon Viña Cousiño Macul 750 cc;vinos cervezas y licores;2022-07-16;50;1183;549599347542
Vino Chardonnay Medalla Real Reserva 14° 750 cc;vinos cervezas y licores;2022-07-16;50;2876;348673614680
Espumante Charmat Premium Brut botella 750 cc;vinos cervezas y licores;2022-07-16;50;1730;416133718872
Cerveza lata 740 cc;vinos cervezas y licores;2022-07-16;50;730;315012784989
Vino Carménère Don Luis Viña Cousiño Macul 750 cc;vinos cervezas y licores;2022-07-16;50;2871;405085774685
Vino Pérez Cruz Cabernet Sauvignon Reserva 750 cc;vinos cervezas y licores;2022-07-16;50;2201;621347382114
Vino Urmeneta Carménère 700 cc;vinos cervezas y licores;2022-07-16;50;720;199381468003
Vino Cabernet Sauvignon 13.5° 750 cc;vinos cervezas y licores;2022-07-16;50;4393;872377787238
Vino Blanco Caja 1 L;vinos cervezas y licores;2022-07-16;50;600;373721506662
Vino Blanco Caja 2 L;vinos cervezas y licores;2022-07-16;50;1083;874580239208
Vino Misiones de Rengo Reserva Cabernet - Syrah botella 750 cc;vinos cervezas y licores;2022-07-16;50;3026;762071417704
Cóctel toffe cream 12° 700 cc;vinos cervezas y licores;2022-07-16;50;2580;564590986090
Espumante Moscato 12° 750 cc;vinos cervezas y licores;2022-07-16;50;3446;952190616427
Pisco Especial 35° botella 1.5 L;vinos cervezas y licores;2022-07-16;50;6810;736605815660
Pisco 35° 1 L;vinos cervezas y licores;2022-07-16;50;2730;777641567087
Vino Red Blend Secret Reserve 2020 Viña Santa Rita 750Cc;vinos cervezas y licores;2022-07-16;50;1316;603887289200
Vino Trío Ensamblaje 750 cc;vinos cervezas y licores;2022-07-16;50;2043;107074356087
Vino Select Terroir Merlot 750 cc;vinos cervezas y licores;2022-07-16;50;3793;932065485688
Whisky Johnnie Walker Black Label 750 cc;vinos cervezas y licores;2022-07-16;50;19493;469430600568
